"document","topic","gamma"
1182,2,0.503335029382827
1183,2,0.501259830696651
1184,1,0.500538941775433
1186,2,0.503926885205095
1187,2,0.506139847848961
1188,1,0.501722612125412
1189,1,0.503267073216571
1190,2,0.502720639017986
1191,2,0.50619397432803
1192,1,0.500281819333222
1193,2,0.506522346234163
1194,2,0.505608802745859
1195,1,0.502373759961399
1196,2,0.507656789927771
1197,2,0.502352491095047
1198,2,0.505821877594557
1199,1,0.508883609513728
1200,2,0.502156012754334
1201,1,0.504445851583387
1202,1,0.50050148046289
1203,1,0.50033299468592
1204,2,0.500752809247332
1205,2,0.502466631718571
1206,1,0.508522371203113
1207,1,0.500361998200713
1208,1,0.50050148046289
1209,1,0.506395410075257
1210,2,0.507076306884148
1211,2,0.506968115168612
1212,1,0.503319638358635
1213,1,0.505466603984417
1214,1,0.505076597563521
1216,2,0.503926885205095
1217,2,0.500501075671861
1218,2,0.500358543114156
1219,1,0.500417203701645
1220,1,0.501154699406334
1221,2,0.50356077663611
1222,2,0.501772113649113
1223,2,0.501810407764736
1224,2,0.503088124388431
1225,2,0.503335029382827
1226,2,0.50069920201989
1227,2,0.50335103807657
1228,1,0.504259374817214
1229,2,0.501508467409471
1230,2,0.509342296784448
1231,1,0.501845245104451
1233,2,0.503926885205095
1234,2,0.501942419982315
1235,2,0.504987461371106
1236,1,0.506716362747183
1237,2,0.501772113649113
1238,2,0.50874551131611
1239,2,0.50377813491972
1240,2,0.500316370031583
1241,1,0.506717203117197
1242,2,0.500277625960872
1243,1,0.503799711754448
1245,2,0.503926885205095
1246,2,0.504295407967802
1247,1,0.508436625825018
1248,2,0.506994520172322
1249,2,0.502732823627811
1250,1,0.503799711754448
1251,2,0.503998158166684
1252,2,0.501815261030041
1253,2,0.507592086546729
1254,1,0.501396903162026
1255,1,0.501323430097652
1256,1,0.505175449459107
1257,2,0.502614282299432
1258,2,0.503998158166684
1259,2,0.501815261030041
1260,2,0.507592086546729
1261,1,0.500381830167952
1262,1,0.505175449459107
1263,2,0.505493068946281
1264,2,0.503335029382827
1265,2,0.501259830696651
1266,2,0.503998158166684
1267,2,0.501815261030041
1268,2,0.507592086546729
1270,2,0.503926885205095
1271,2,0.501942419982315
1272,1,0.502297549349171
1273,1,0.506345127858181
1274,2,0.500631205233952
1275,2,0.504315199121399
1276,1,0.500838589019343
1277,2,0.501772113649113
1278,2,0.502926420580453
1279,2,0.503088124388431
1280,2,0.503335029382827
1281,2,0.509295993923107
1282,1,0.503016620993107
1284,1,0.504584478706227
1285,1,0.500215914788201
1286,2,0.509289281067772
1287,1,0.503920457001675
1288,2,0.504336473435284
1289,1,0.502769029526642
1290,2,0.500150867707917
1291,1,0.504224220250267
1292,2,0.503085600620209
1293,1,0.505104558413167
1294,1,0.5023340368388
1295,1,0.503883791401176
1296,1,0.502022774705991
1297,1,0.502033281267194
1298,1,0.506057291445508
1299,1,0.501404335064655
1300,1,0.501556463109615
1301,2,0.501617947198775
1302,1,0.500425059136212
1303,2,0.500345378687038
1304,2,0.501338287327448
1305,2,0.501530783845663
1306,2,0.501434299076746
1307,2,0.500583689083055
1308,2,0.501252577016553
1309,1,0.501398840694754
1310,1,0.500425059136212
1311,2,0.501094837895989
1312,2,0.501205735099674
1313,2,0.502423351407719
1314,1,0.501223267497239
1315,1,0.500466865268443
1316,2,0.507294766901883
1317,1,0.504338522143019
1318,2,0.508159590117718
1319,1,0.506395519526144
1320,1,0.505268650767336
1321,2,0.506885834474958
1322,2,0.503118121427756
1323,1,0.501561177422557
1324,1,0.508522371203113
1325,1,0.501823172311785
1326,1,0.50050148046289
1327,1,0.506395410075257
1328,2,0.507076306884148
1329,2,0.506968115168612
1330,1,0.503319638358635
1331,1,0.505466603984417
1332,1,0.505076597563521
1333,2,0.506005707758035
1335,1,0.500926522918265
1337,2,0.503926885205095
1338,2,0.501772113649113
1339,2,0.505493068946281
1340,2,0.503335029382827
1341,2,0.500763776223167
1342,1,0.508652021025918
1343,2,0.502247580373663
1344,2,0.503316002688855
1345,2,0.501657765995585
1346,1,0.504986955605221
1348,2,0.503998158166684
1349,2,0.503118121427756
1350,1,0.504307464930128
1351,1,0.508522371203113
1352,1,0.501823172311785
1353,1,0.50050148046289
1354,2,0.504327888619382
1355,2,0.508723516498953
1357,1,0.500255345945507
1358,1,0.508465186140907
1359,2,0.505093534434077
1360,2,0.501615247538761
1362,2,0.503926885205095
1363,2,0.504327888619382
1364,2,0.50619397432803
1365,1,0.508713772606601
1366,1,0.508829123417901
1367,1,0.500188528033718
1369,2,0.503926885205095
1370,2,0.500501075671861
1371,1,0.501263038665193
1372,2,0.502732823627811
1373,1,0.503799711754448
1374,2,0.502614282299432
1375,2,0.506994520172322
1376,2,0.502732823627811
1377,1,0.503799711754448
1378,2,0.503998158166684
1379,2,0.501815261030041
1380,2,0.507592086546729
1382,2,0.503926885205095
1383,2,0.500316370031583
1384,1,0.506717203117197
1385,2,0.500277625960872
1386,1,0.503799711754448
1388,2,0.503926885205095
1389,1,0.505175449459107
1390,2,0.502614282299432
1391,2,0.503998158166684
1392,2,0.501815261030041
1393,2,0.507592086546729
1394,2,0.507154057181166
1395,2,0.502156012754334
1396,2,0.503335029382827
1397,2,0.501259830696651
1398,2,0.509159167709572
1399,2,0.503550376685959
1400,1,0.503271396846059
1401,1,0.504991305012166
1402,2,0.501088539251987
1403,1,0.501430708075035
1404,1,0.502045957845515
1405,2,0.500698485532035
1406,2,0.503088124388431
1407,2,0.503335029382827
1408,1,0.500325543077131
1409,2,0.503088124388431
1410,2,0.501259830696651
1411,1,0.506252808334034
1412,2,0.502178995912536
1413,1,0.507470441671628
1414,2,0.503088124388431
1415,2,0.503335029382827
1416,2,0.500465816776882
1417,1,0.501430708075035
1418,1,0.502045957845515
1419,1,0.505621077665803
1420,2,0.503335029382827
1421,2,0.502565315486554
1422,2,0.502247580373663
1423,1,0.500214996114903
1424,2,0.504315199121399
1425,1,0.500838589019343
1426,2,0.500035091204081
1427,2,0.503316002688855
1428,1,0.504307464930128
1429,1,0.508522371203113
1430,1,0.500361998200713
1431,1,0.50050148046289
1432,2,0.504327888619382
1433,2,0.508723516498953
1435,1,0.500255345945507
1436,1,0.508465186140907
1437,2,0.505093534434077
1438,2,0.501615247538761
1440,2,0.503926885205095
1441,2,0.504327888619382
1442,2,0.50619397432803
1443,1,0.508713772606601
1444,1,0.508829123417901
1445,1,0.500188528033718
1446,1,0.508465186140907
1448,2,0.503926885205095
1449,2,0.505524104010471
1450,1,0.504932664468248
1451,1,0.501823172311785
1452,2,0.501160081707997
1453,2,0.508527654849105
1454,2,0.502614282299432
1455,1,0.500034546992219
1456,1,0.506623182658152
1457,1,0.508465186140907
1458,2,0.504681144678408
1459,1,0.506909157865651
1460,1,0.500816806386103
1461,1,0.507468417012973
1462,2,0.506299461652553
1463,2,0.501214657281904
1464,1,0.50050148046289
1465,1,0.500745362504253
1466,1,0.503271396846059
1467,2,0.503173231987193
1468,1,0.505621077665803
1469,2,0.503335029382827
1470,2,0.501807062792289
1471,1,0.505394357125983
1472,1,0.503883791401176
1473,1,0.501870022564371
1474,1,0.506685938783983
1476,2,0.503926885205095
1477,1,0.502861830124913
1478,2,0.501692753011931
1480,2,0.503926885205095
1481,2,0.500501075671861
1483,2,0.500316370031583
1484,1,0.501239188669686
1485,2,0.500560305323517
1486,1,0.506438426994689
1487,2,0.501772113649113
1488,2,0.501810407764736
1489,2,0.505914508388732
1490,2,0.509295993923107
1491,1,0.503016620993107
1492,1,0.501936620890971
1494,1,0.504584478706227
1495,1,0.506685938783983
1496,1,0.507541790344333
1498,2,0.503926885205095
1499,1,0.500822322744133
1500,2,0.500852120402464
1501,2,0.508527654849105
1502,2,0.501772113649113
1503,2,0.501810407764736
1504,2,0.502156012754334
1505,2,0.503335029382827
1506,1,0.507970226322467
1507,1,0.503042242491416
1508,2,0.502815158717067
1509,2,0.502209324920932
1510,1,0.502257483101905
1511,2,0.50620902535484
1512,1,0.506252808334034
1513,2,0.501180213405349
1514,1,0.502590198797141
1515,1,0.509082567775979
1516,1,0.503030859792715
1517,2,0.501454962489053
1518,2,0.50139040381928
1519,1,0.500820185858799
1520,1,0.509286060377129
1521,2,0.504083268942289
1522,2,0.503088124388431
1523,2,0.503335029382827
1524,1,0.506685938783983
1525,1,0.508465186140907
1526,2,0.505093534434077
1527,1,0.50817000727036
1528,1,0.507541790344333
1529,2,0.502598197196328
1530,2,0.503550376685959
1531,1,0.506717203117197
1532,1,0.504243136422029
1533,2,0.502013222815847
1534,2,0.501174187320544
1535,2,0.508592669149202
1537,1,0.500255345945507
1538,1,0.502134892742868
1539,1,0.507128561476213
1540,2,0.504319299074421
1541,1,0.501430708075035
1542,2,0.506091859645189
1543,2,0.503173231987193
1544,1,0.505621077665803
1545,2,0.503335029382827
1546,2,0.501807062792289
1547,2,0.509159167709572
1548,2,0.503550376685959
1549,1,0.501936620890971
1550,1,0.500492985347221
1551,2,0.500424844491774
1552,1,0.501430708075035
1553,1,0.502045957845515
1554,1,0.505621077665803
1555,2,0.503335029382827
1556,2,0.500465816776882
1557,2,0.503550376685959
1558,1,0.501936620890971
1559,1,0.500492985347221
1560,2,0.500424844491774
1561,2,0.509159167709572
1562,1,0.501430708075035
1563,1,0.502045957845515
1564,1,0.505621077665803
1565,2,0.503335029382827
1566,2,0.500465816776882
1568,2,0.503926885205095
1569,1,0.501272448944744
1570,1,0.507887324316176
1571,1,0.503055831650876
1572,1,0.501202908679468
1573,2,0.502739686775058
1574,1,0.501178632026779
1575,2,0.506522346234163
1576,2,0.500263145445545
1577,2,0.502178995912536
1578,2,0.50619397432803
1579,2,0.502507556425538
1580,2,0.502410967812974
1581,1,0.50217990567219
1582,2,0.503335029382827
1583,2,0.502732823627811
1584,1,0.504884451980958
1585,1,0.507185443566718
1586,2,0.503570553732494
1587,1,0.504308969182056
1588,1,0.508465186140907
1589,1,0.507719256385243
1590,2,0.503042489984343
1591,1,0.502305159557217
1592,1,0.504307464930128
1593,2,0.504578849768406
1594,2,0.505112970494581
1595,1,0.504991305012166
1596,2,0.501088539251987
1597,1,0.501430708075035
1598,1,0.502045957845515
1599,2,0.500698485532035
1600,2,0.503335029382827
1601,1,0.500325543077131
1602,2,0.503088124388431
1603,2,0.503335029382827
1604,2,0.502598197196328
1605,2,0.503550376685959
1606,1,0.504224220250267
1607,2,0.503085600620209
1608,2,0.505093534434077
1609,2,0.501615247538761
1610,1,0.501430708075035
1611,1,0.502045957845515
1612,1,0.505621077665803
1613,2,0.502156012754334
1614,2,0.503335029382827
1615,2,0.501259830696651
1616,2,0.501807062792289
1617,1,0.505326333169447
1618,1,0.503883791401176
1619,1,0.502022774705991
1620,2,0.504336473435284
1621,2,0.500752304424857
1622,2,0.503335029382827
1623,2,0.503597924890964
1624,2,0.502732823627811
1625,1,0.503799711754448
1626,2,0.502614282299432
1627,1,0.504040503499779
1628,2,0.50874551131611
1629,2,0.506216903665037
1630,1,0.502134812286063
1631,1,0.508465186140907
1632,2,0.505093534434077
1633,2,0.502166739885063
1634,2,0.502922364681046
1635,2,0.500168416989526
1636,2,0.502598197196328
1637,2,0.503550376685959
1638,2,0.504327888619382
1639,1,0.500188528033718
1640,1,0.503883791401176
1641,2,0.506720879850346
1642,2,0.50619397432803
1643,1,0.508713772606601
1644,1,0.508829123417901
1645,1,0.503640743019811
1646,2,0.502598197196328
1647,1,0.508465186140907
1648,2,0.505093534434077
1649,2,0.501615247538761
1651,2,0.503926885205095
1652,2,0.503550376685959
1653,2,0.503335029382827
1654,2,0.509159167709572
1655,2,0.503550376685959
1656,2,0.503764830960261
1657,2,0.500138625536303
1658,1,0.500781674145519
1659,1,0.501430708075035
1660,1,0.502045957845515
1661,2,0.506399792134103
1662,1,0.501278704726715
1663,1,0.507461004194005
1665,2,0.503926885205095
1666,1,0.502722560679776
1667,2,0.503088124388431
1668,2,0.507036626744498
1669,1,0.507461004194005
1670,1,0.504695982189651
1671,1,0.50226488774993
1672,1,0.502503069819967
1673,2,0.502019976004757
1674,2,0.503764830960261
1675,2,0.500138625536303
1676,1,0.500781674145519
1677,1,0.501430708075035
1678,1,0.502045957845515
1679,2,0.506399792134103
1680,1,0.501278704726715
1681,2,0.50069920201989
1682,1,0.506064190041845
1683,1,0.504040503499779
1684,2,0.500322559034329
1685,1,0.503041722267819
1686,1,0.500103408235866
1687,2,0.501029188588537
1688,1,0.504987223693095
1689,1,0.503989930676462
1690,2,0.503692148615134
1691,1,0.508685986509157
1692,2,0.504283325590022
1693,2,0.505582685951415
1694,1,0.506025682638797
1695,1,0.506711805940077
1696,1,0.503930244018408
1697,2,0.502046665437154
1698,1,0.500586259758612
1699,1,0.501962575596641
1700,2,0.502911656127572
1701,1,0.504307464930128
1702,2,0.504578849768406
1703,1,0.506395410075257
1704,2,0.507076306884148
1705,1,0.503883791401176
1706,1,0.502022774705991
1707,2,0.501533319195728
1708,2,0.502636446967417
1709,1,0.506322946865077
1710,2,0.507810335265095
1711,1,0.506685938783983
1712,1,0.504002689265982
1713,1,0.502590198797141
1714,1,0.509082567775979
1715,2,0.506005707758035
1716,2,0.503088124388431
1717,1,0.503030859792715
1718,1,0.502501972803992
1719,2,0.501454962489053
1720,2,0.50139040381928
1721,1,0.500382212050162
1722,1,0.509286060377129
1723,2,0.504083268942289
1724,1,0.506685938783983
1725,1,0.508465186140907
1726,2,0.505093534434077
1727,1,0.50817000727036
1728,1,0.507541790344333
1729,1,0.506688660759901
1730,2,0.504738298553777
1731,1,0.507850805685003
1732,2,0.508347241916998
1733,2,0.505937165497576
1734,2,0.503998158166684
1735,2,0.503118121427756
1736,1,0.506267709809956
1738,2,0.501557420910945
1739,2,0.508006057796543
1740,2,0.50738696775231
1741,1,0.504394637217134
1742,1,0.504973043505846
1743,2,0.506365187027545
1744,1,0.504282668976693
1745,1,0.501962575596641
1746,1,0.505785650763962
1747,2,0.503118121427756
1748,2,0.50874551131611
1749,2,0.508347241916998
1750,2,0.502046295264928
1751,1,0.501131571651015
1752,1,0.508394606028662
1753,1,0.501906534056222
1754,1,0.5045118400852
1755,1,0.502944021777701
1756,1,0.504307464930128
1757,1,0.508522371203113
1758,1,0.501823172311785
1759,2,0.504195696927214
1760,2,0.502093308426368
1761,2,0.502827920029156
1762,2,0.501608727469552
1763,2,0.504578849768406
1764,2,0.505142227475561
1765,2,0.502245226602294
1766,2,0.508537371373738
1767,2,0.502368533152322
1768,2,0.507582535151947
1769,2,0.505322046677101
1770,2,0.504640001509109
1771,2,0.502570844985721
1772,1,0.501561177422557
1773,1,0.50491680205238
1774,1,0.50187313229202
1775,2,0.501553329415055
1776,1,0.505466603984417
1777,2,0.501259830696651
1778,1,0.501464871440468
1779,1,0.503534988295623
1780,1,0.508465186140907
1781,1,0.506685938783983
1782,1,0.501561177422557
1783,1,0.50491680205238
1784,1,0.500594239125108
1785,2,0.501553329415055
1786,1,0.505466603984417
1787,2,0.501259830696651
1788,1,0.501464871440468
1789,1,0.503534988295623
1790,1,0.508465186140907
1791,1,0.506685938783983
1792,2,0.506863656337427
1793,1,0.501381305062161
1794,2,0.504578849768406
1795,1,0.508155171327862
1796,1,0.503883791401176
1797,2,0.501434299076746
1798,1,0.503883791401176
1799,1,0.501314064690603
1800,2,0.501434299076746
1801,2,0.501325096478666
1802,2,0.502156012754334
1803,2,0.500521415067188
1804,1,0.504307464930128
1805,2,0.504578849768406
1806,2,0.506968115168612
1807,2,0.500013477859581
1808,2,0.507076306884148
1809,1,0.501430708075035
1810,1,0.502045957845515
1811,1,0.505621077665803
1812,2,0.502156012754334
1813,1,0.506064190041845
1814,2,0.503335029382827
1815,2,0.50139040381928
1816,1,0.504307464930128
1817,2,0.504578849768406
1818,1,0.507161940298561
1819,2,0.502616672971261
1820,2,0.501965386682548
1821,1,0.503883791401176
1822,2,0.500465816776882
1823,2,0.50046506923615
1824,2,0.501094837895989
1825,2,0.502784989013045
1826,1,0.503016620993107
1827,2,0.501815261030041
1828,2,0.507592086546729
1829,2,0.503550376685959
1830,1,0.502045957845515
1831,1,0.509286060377129
1832,2,0.508760136146829
1833,1,0.506064190041845
1834,1,0.504307464930128
1835,1,0.508522371203113
1836,1,0.501823172311785
1837,1,0.503147361038444
1838,1,0.501936620890971
1839,2,0.501350540886896
1840,1,0.502831875934134
1841,2,0.508723516498953
1843,2,0.50126871010906
1844,2,0.501968192427973
1845,2,0.502021513888721
1846,1,0.502176032599321
1847,2,0.503012520208524
1848,1,0.500417203701645
1849,1,0.506345127858181
1850,1,0.504135607248704
1851,2,0.502732823627811
1852,2,0.500293273979174
1853,1,0.503464061609564
1854,2,0.503296927273972
1855,1,0.503901793012587
1856,1,0.501722612125412
1857,2,0.502178995912536
1858,2,0.500810130222369
1859,1,0.501561177422557
1860,1,0.50491680205238
1861,1,0.500594239125108
1862,2,0.501553329415055
1863,1,0.505466603984417
1864,2,0.503335029382827
1865,1,0.501464871440468
1866,1,0.503534988295623
1867,1,0.508465186140907
1868,1,0.506685938783983
1869,1,0.501561177422557
1870,2,0.503550376685959
1871,2,0.503096178729883
1872,1,0.50491680205238
1873,1,0.50187313229202
1874,2,0.504567572239374
1875,1,0.500151280180891
1876,1,0.500492985347221
1877,2,0.505119309154304
1878,1,0.50491680205238
1879,1,0.500594239125108
1880,2,0.501816078815689
1881,1,0.500610425273041
1882,2,0.501065678137755
1883,2,0.503088124388431
1884,1,0.506064190041845
1885,2,0.502929646437185
1886,1,0.50491680205238
1887,1,0.50187313229202
1888,2,0.504567572239374
1889,1,0.500151280180891
1890,1,0.500492985347221
1891,2,0.505119309154304
1892,1,0.50491680205238
1893,1,0.500594239125108
1894,2,0.501816078815689
1895,1,0.500610425273041
1896,2,0.501065678137755
1897,2,0.503088124388431
1898,1,0.506064190041845
1899,2,0.501065678137755
1900,1,0.50491680205238
1901,2,0.504567572239374
1902,1,0.500151280180891
1903,1,0.500492985347221
1904,2,0.505119309154304
1905,1,0.501464871440468
1906,1,0.507161940298561
1907,2,0.504023711610485
1908,1,0.508465186140907
1909,2,0.505093534434077
1910,2,0.501499561283678
1911,1,0.504307464930128
1912,2,0.504578849768406
1913,1,0.50050148046289
1914,1,0.500745362504253
1915,1,0.503271396846059
1916,2,0.503173231987193
1917,1,0.505621077665803
1918,2,0.502156012754334
1919,1,0.506064190041845
1920,2,0.503335029382827
1921,2,0.501807062792289
1922,1,0.504320499195582
1923,1,0.501907457618972
1924,1,0.508623578443842
1925,2,0.500836794812238
1926,2,0.500322559034329
1927,1,0.502893636832116
1928,1,0.505877559031396
1929,2,0.503998158166684
1930,2,0.50046506923615
1931,2,0.500161906222573
1932,2,0.506788122518639
1933,1,0.504741849956189
1934,2,0.503088124388431
1935,2,0.50126871010906
1936,2,0.501296772724464
1938,2,0.501086112219803
1939,2,0.50047603132842
1940,2,0.506701110382294
1941,2,0.502911656127572
1942,2,0.50619397432803
1943,2,0.500501075671861
1944,2,0.502410967812974
1945,1,0.50217990567219
1946,1,0.506064190041845
1947,2,0.502732823627811
1948,1,0.504884451980958
1949,1,0.507185443566718
1950,2,0.503570553732494
1951,1,0.504308969182056
1952,1,0.508465186140907
1953,1,0.507719256385243
1954,2,0.503042489984343
1955,1,0.502305159557217
1956,2,0.506882773877309
1958,2,0.503926885205095
1959,2,0.503550376685959
1960,2,0.509159167709572
1961,1,0.506064190041845
1962,2,0.500846274073992
1963,2,0.508476546481195
1964,2,0.503255694358035
1965,1,0.505037302695975
1966,2,0.503488663854803
1967,2,0.503088124388431
1968,2,0.502006079963522
1969,2,0.507463461961397
1970,2,0.501065678137755
1971,1,0.50491680205238
1972,2,0.502743404365516
1973,1,0.503625865570183
1974,1,0.503883791401176
1975,2,0.5017571223141
1976,2,0.507020020047801
1977,2,0.500138625536303
1978,1,0.502343741385772
1980,2,0.503926885205095
1981,2,0.500501075671861
1982,2,0.500316370031583
1983,1,0.501239188669686
1984,2,0.500560305323517
1985,1,0.506438426994689
1986,2,0.501772113649113
1987,2,0.501810407764736
1988,2,0.505914508388732
1989,2,0.509295993923107
1990,1,0.503016620993107
1991,1,0.501936620890971
1993,1,0.504584478706227
1994,1,0.506685938783983
1995,1,0.507541790344333
1997,2,0.503926885205095
1998,1,0.500854896160952
1999,1,0.502876895942781
2000,1,0.501936620890971
2001,1,0.500492985347221
2002,2,0.500424844491774
2003,1,0.501430708075035
2004,1,0.502045957845515
2005,1,0.505621077665803
2006,1,0.506064190041845
2007,2,0.500465816776882
2008,2,0.507076306884148
2009,2,0.507945582080341
2010,1,0.505037276320363
2011,2,0.501772113649113
2012,2,0.501810407764736
2013,2,0.503998158166684
2014,2,0.50046506923615
2015,2,0.502958438767426
2016,1,0.501385222228109
2017,2,0.506035293758216
2018,2,0.503035286680607
2019,2,0.507463461961397
2020,1,0.502655336405753
2021,1,0.502426965974715
2022,2,0.503088124388431
2023,1,0.508685986509157
2024,1,0.501561177422557
2025,1,0.50491680205238
2026,1,0.50187313229202
2027,2,0.501553329415055
2028,1,0.505466603984417
2029,2,0.503335029382827
2030,1,0.501464871440468
2031,1,0.503534988295623
2032,1,0.508465186140907
2033,1,0.506685938783983
2034,1,0.508522371203113
2035,1,0.501823172311785
2036,1,0.500262918085435
2037,1,0.509286060377129
2038,1,0.504307464930128
2039,2,0.503335029382827
2040,2,0.502598197196328
2041,2,0.503550376685959
2042,1,0.503042242491416
2043,1,0.501936620890971
2044,1,0.503286111902446
2045,2,0.503550376685959
2046,1,0.503134962772271
2047,1,0.506064190041845
2048,1,0.501430708075035
2049,2,0.503173231987193
2050,1,0.502537828772112
2051,2,0.500183328620307
2052,2,0.504845475579585
2053,2,0.50155866268324
2054,1,0.503042242491416
2055,1,0.500744021135879
2056,2,0.502815158717067
2057,1,0.501013249302686
2058,2,0.508880924024185
2059,2,0.505524104010471
2060,1,0.502297549349171
2061,2,0.508740087903472
2062,2,0.501434299076746
2063,1,0.505221388977537
2064,1,0.50800689696712
2065,2,0.503107177049635
2066,1,0.502297549349171
2067,1,0.504991305012166
2068,2,0.508527654849105
2069,2,0.502209324920932
2070,2,0.501968192427973
2071,2,0.503737458961812
2072,1,0.502176032599321
2073,2,0.502802748889076
2074,1,0.506716362747183
2075,2,0.501660153987619
2076,1,0.502386058234329
2077,2,0.501151888213119
2078,2,0.508355754071683
2079,2,0.502156012754334
2080,1,0.505621077665803
2081,2,0.503550376685959
2082,2,0.501772113649113
2083,1,0.502866294468053
2084,2,0.502598197196328
2085,1,0.506064190041845
2086,2,0.502723207628002
2088,1,0.507291328639248
2089,2,0.503109427364215
2090,1,0.506685938783983
2091,2,0.501968192427973
2092,2,0.503737458961812
2093,1,0.50792416694875
2094,2,0.504336473435284
2095,2,0.500752304424857
2096,1,0.506064190041845
2097,2,0.503597924890964
2098,2,0.502732823627811
2099,1,0.503799711754448
2100,2,0.502614282299432
2101,1,0.504040503499779
2102,2,0.50874551131611
2103,2,0.506216903665037
2104,1,0.502134812286063
2105,1,0.508465186140907
2106,2,0.505093534434077
2107,2,0.502166739885063
2108,2,0.502922364681046
2109,2,0.500168416989526
2110,2,0.503998158166684
2111,2,0.501815261030041
2112,2,0.507592086546729
2113,2,0.500908405168491
2114,2,0.500107213432091
2115,2,0.509200664981986
2116,2,0.503998158166684
2117,2,0.501205735099674
2118,1,0.504259374817214
2119,2,0.501772113649113
2120,1,0.503799711754448
2121,2,0.503244566410894
2122,2,0.502598197196328
2123,2,0.501409309247426
2124,2,0.504346585026484
2125,1,0.501936620890971
2126,1,0.503799711754448
2127,1,0.509032983456037
2128,2,0.501772113649113
2129,2,0.506148984191188
2130,2,0.506119405295916
2131,2,0.503113895554525
2132,1,0.501744130822145
2133,1,0.507541790344333
2134,1,0.500576614718324
2135,2,0.500495849038527
2136,1,0.502134812286063
2137,2,0.503998158166684
2139,2,0.503926885205095
2140,2,0.500501075671861
2141,1,0.506120953927682
2142,2,0.505433594589698
2143,2,0.501772113649113
2144,2,0.501810407764736
2145,2,0.503088124388431
2146,1,0.506064190041845
2147,2,0.502636155099709
2148,1,0.500909117012108
2149,1,0.501845245104451
2150,1,0.505085325156681
2151,2,0.501160081707997
2152,2,0.506882773877309
2154,2,0.503926885205095
2155,2,0.501772113649113
2157,2,0.502958438767426
2158,1,0.506685938783983
2159,1,0.507541790344333
2160,2,0.508476546481195
2161,2,0.503255694358035
2162,1,0.505037302695975
2163,2,0.503488663854803
2164,2,0.503088124388431
2165,2,0.502006079963522
2166,2,0.507463461961397
2167,2,0.503550376685959
2168,1,0.503134962772271
2169,1,0.506064190041845
2170,2,0.501807062792289
2171,1,0.506688660759901
2172,2,0.504578849768406
2173,1,0.50050148046289
2174,2,0.504023711610485
2175,2,0.505119309154304
2176,1,0.504224220250267
2177,2,0.503085600620209
2179,2,0.502958438767426
2180,2,0.500013477859581
2181,1,0.503324338485293
2182,1,0.503381275195083
2183,2,0.501225355596149
2184,1,0.503883791401176
2185,2,0.50065074060703
2186,2,0.500248618842538
2187,2,0.504380000648483
2188,1,0.502176032599321
2189,1,0.50396796069339
2190,2,0.501657408924854
2191,2,0.509200664981986
2192,2,0.503550376685959
2193,2,0.503173231987193
2194,1,0.509286060377129
2195,2,0.508760136146829
2196,2,0.502178995912536
2197,2,0.507149770341912
2198,1,0.506064190041845
2199,1,0.501561177422557
2200,1,0.508522371203113
2201,1,0.501823172311785
2202,1,0.50050148046289
2203,1,0.502876895942781
2204,1,0.501684223110599
2205,2,0.504706857665469
2206,2,0.507246016450144
2207,1,0.503883791401176
2208,2,0.500465816776882
2209,2,0.501004833502681
2210,2,0.50046506923615
2211,2,0.500583689083055
2212,2,0.501094837895989
2213,2,0.504681144678408
2214,2,0.502784989013045
2215,2,0.505989033903225
2216,2,0.501815261030041
2217,2,0.507592086546729
2218,2,0.503118121427756
2219,1,0.504307464930128
2220,2,0.504578849768406
2222,2,0.500316370031583
2223,1,0.506286722519103
2224,1,0.500417203701645
2225,1,0.506032959447785
2226,1,0.501432220744657
2227,1,0.501430708075035
2228,2,0.502178995912536
2229,2,0.503550376685959
2230,2,0.503088124388431
2231,1,0.506064190041845
2232,2,0.503088124388431
2233,2,0.507036626744498
2234,2,0.50335103807657
2236,2,0.503926885205095
2237,2,0.500501075671861
2238,2,0.50590463016374
2239,2,0.505871645146914
2240,1,0.507887324316176
2241,2,0.500689454150495
2242,1,0.502730304349648
2243,1,0.501430708075035
2244,1,0.502045957845515
2245,2,0.508979842054527
2246,2,0.501956574448469
2247,1,0.506064190041845
2248,2,0.501065678137755
2249,1,0.50491680205238
2250,1,0.500594239125108
2251,1,0.50632075281863
2252,1,0.501202908679468
2253,2,0.508537371373738
2254,1,0.506433246893304
2255,1,0.50632075281863
2256,1,0.50050148046289
2257,2,0.501029188588537
2258,2,0.505433594589698
2260,2,0.503926885205095
2261,1,0.500657015482214
2262,1,0.501278704726715
2263,2,0.505093534434077
2264,2,0.504962893216548
2265,1,0.500657015482214
2266,2,0.504528910258688
2267,1,0.501202908679468
2268,2,0.50619397432803
2270,2,0.503926885205095
2271,1,0.501381305062161
2272,2,0.503570052173453
2273,2,0.502256961139407
2274,1,0.507793590390997
2275,2,0.505142227475561
2276,1,0.501591579642347
2277,1,0.508465186140907
2278,1,0.506685938783983
2279,2,0.504023711610485
2280,1,0.50717174814038
2281,1,0.503427790156997
2282,1,0.507041101511139
2283,1,0.500417203701645
2284,2,0.502117174767249
2285,1,0.504026514799419
2286,2,0.502802748889076
2287,1,0.506688660759901
2288,2,0.504578849768406
2289,1,0.50050148046289
2290,2,0.500107213432091
2291,1,0.501936620890971
2292,1,0.501076147955379
2294,2,0.502958438767426
2295,1,0.508465186140907
2296,2,0.505093534434077
2297,2,0.501499561283678
2299,2,0.503926885205095
2300,2,0.503550376685959
2301,2,0.503173231987193
